Athar Ali Khan,Athar Ali Khan,10-02-1962,Pakistan,"Dacca (now Dhaka, Bangladesh), Pakistan",Bangladesh,Bangladesh,Right-hand bat,Right-arm medium
Athol Rowan,Athol Matthew Burchell Rowan,07-02-1921,South Africa,"Kensington, Johannesburg, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Off-break
Atholl McKinnon,Atholl Henry McKinnon,20-08-1932,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Slow left-arm
Athula Samarasekera,Maitipage Athula Rohitha Samarasekera,05-08-1961,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium
Atif Rauf,Atif Rauf,03-03-1964,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Atiq-uz-Zaman,Atiq-uz-Zaman,20-07-1975,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Atse Buurman,Atse Folkert Buurman,21-03-1982,Netherlands,"Dordrecht, Netherlands",Netherlands,Netherlands,Right-hand bat,
Atul Bedade,Atul Chandrakant Bedade,24-06-1966,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Left-hand bat,Right-arm medium
Atul Wassan,Atul Satish Wassan,23-03-1968,India,"Delhi, India",India,India,Right-hand bat,Right-arm fast-medium
Aubrey Faulkner,George Aubrey Faulkner,17-12-1881,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Leg-break googly
Aubrey Smith,Charles Aubrey Smith,21-07-1863,England,"City of London, England",England,England,Right-hand bat,Right-arm fast
Audley Miller,Audley Montague Miller,19-10-1869,England,"Brentry, Westbury-on-Trym, Gloucestershire, England",England,England,Right-hand bat,Right-arm medium-fast
Austin Codrington,Austin Codrington,22-08-1975,Jamaica,"Portland, Jamaica",Canada,Canada,Right-hand bat,Right-arm medium-fast
Austin Matthews,Austin David George Matthews,03-05-1904,Wales,"Penarth, Glamorgan, Wales",England,England,Right-hand bat,Right-arm fast-medium
Austin Richards,Austin Conroy Lenroy Richards,14-11-1983,Antigua and barbuda,"Freetown, Antigua",West Indies,West Indies,Left-hand bat,Right-arm medium
Avishka Gunawardene,Dihan Avishka Gunawardene,26-05-1977,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,
Awais Zia,Awais Zia,01-09-1986,Pakistan,"Bhown, Chakwal, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Off-break
Azam Khan,Mohammad Azam Khan,01-03-1969,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,
Azeem Hafeez,Raja Azeem Hafeez,29-07-1963,Pakistan,"Jhelum, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Left-arm fast-medium
Azeem Pitcher,Azeem Ryan Pitcher,31-07-1980,Trinidad and Tobago,Trinidad,Bermuda,Bermuda,Left-hand bat,
Azeem Rafiq,Azeem Rafiq,27-02-1991,Pakistan,"Karachi, Sind, Pakistan",,Yorkshire,Right-hand bat,Off-break
Azhar Ali,Azhar Ali,19-02-1985,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Leg-break
Azhar Hossain,Mohammad Azhar Hossain,15-03-1964,Pakistan,"Dacca (now Dhaka, Bangladesh), Pakistan",Bangladesh,Bangladesh,Right-hand bat,Off-break
Azhar Khan,Mohammad Azhar Khan,07-09-1955,Pakistan,"Gujranwala, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Azhar Mahmood,Azhar Mahmood Sagar,28-02-1975,Pakistan,"Rawalpindi, Punjab, Pakistan",Pakistan,"Auckland,
Pakistan, Kings XI Punjab, Kolkata Knight Riders",Right-hand bat,Right-arm fast-medium
Azhar Saeed,Syed Azhar Saeed,25-12-1970,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Left-hand bat,Slow left-arm
Azmat Rana,Azmat Rana,03-11-1951,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Left-hand bat,Off-break
Babar Hayat,Babar Hayat,05-01-1992,Pakistan,"Attock, Punjab, Pakistan",Hong Kong,Hong Kong,Right-hand bat,Right-arm medium
Babu Meman,Mohammed Ahmed Meman,26-06-1952,Zambia,"Lundazi, Zambia",Zimbabwe,Zimbabwe,Right-hand bat,Off-break
Bal Dani,Hemchandra Tukaram Dani,24-05-1933,India,"Dudhani, Maharashtra, India",India,India,Right-hand bat,"Right-arm fast-medium, Leg-break, Off-break"
Balaji Rao,Wandavasi Dorakanti Balaji Rao,04-03-1978,India,"Madras (now Chennai), Tamil Nadu, India",Canada,Canada,Left-hand bat,Leg-break googly
Baloo Gupte,Balkrishna Pandharinath Gupte,30-08-1934,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,Leg-break googly
Balwinder Sandhu,Balwinder Singh Sandhu,03-08-1956,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,Right-arm medium-fast
Bandula Warnapura,Bandula Warnapura,01-03-1953,Sri Lanka,"Rambukkana, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium
Bapu Nadkarni,Rameshchandra Gangaram Nadkarni,04-04-1933,India,"Nasik, Maharashtra, India",India,India,Left-hand bat,Slow left-arm
Baqa Jilani,Mohammad Baqa Khan Jilani,20-07-1911,India,"Jullundur (now Jalandhar), Punjab, India",India,India,Right-hand bat,Right-arm medium
Barlow Carkeek,William Carkeek,17-10-1878,Australia,"Walhalla, Victoria, Australia",Australia,Australia,Left-hand bat,
Barney Rogers,Barney Guy Rogers,20-08-1982,Zimbabwe,"Harare, Zimbabwe",Zimbabwe,Zimbabwe,Left-hand bat,Off-break
Barrington Browne,Barrington St Aubyn Browne,16-09-1967,Guyana,"New Amsterdam, West Bank, Berbice, Guyana",West Indies,West Indies,Right-hand bat,Right-arm fast
Barry Hadlee,Barry George Hadlee,14-12-1941,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,
Barry Jarman,Barrington Noel Jarman,17-02-1936,Australia,"Hindmarsh, Adelaide, South Australia, Australia",Australia,Australia,Right-hand bat,
Barry Knight,Barry Rolfe Knight,18-02-1938,England,"Chesterfield, Derbyshire, England",England,England,Right-hand bat,Right-arm fast-medium
Barry Milburn,Barry Douglas Milburn,24-11-1943,New Zealand,"Maori Hill, Dunedin, Otago, New Zealand",New Zealand,New Zealand,Right-hand bat,
Barry Richards,Barry Anderson Richards,21-07-1945,South Africa,"Morningside, Durban, Natal, South Africa",South Africa,South Africa,Right-hand bat,Off-break
Barry Seebaran,Barry Benjamin Seebaran,12-09-1972,Canada,"Vancouver, British Columbia, Canada",Canada,Canada,Right-hand bat,Slow left-arm
Barry Shepherd,Barry Kenneth Shepherd,23-04-1937,Australia,"Donnybrook, Western Australia, Australia",Australia,Australia,Left-hand bat,Off-break
Barry Sinclair,Barry Whitley Sinclair,23-10-1936,New Zealand,"Wellington, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm
Barry Wood,Barry Wood,26-12-1942,England,"Ossett, Yorkshire, England",England,England,Right-hand bat,Right-arm medium
Barto Bartlett,Edward Lawson Bartlett,10-03-1906,Barbados,"Flint Hall, St Michael, Barbados",West Indies,West Indies,Right-hand bat,
Bas Zuiderent,Bastiaan Zuiderent,03-03-1977,Netherlands,"Utrecht, Netherlands",Netherlands,Netherlands,Right-hand bat,Right-arm medium
Basanta Regmi,Basanta Regmi,06-04-1986,Nepal,"Bhairahawa, Nepal",Nepal,Nepal,Left-hand bat,Slow left-arm
Basil Butcher,Basil Fitzherbert Butcher,03-09-1933,Guyana,"Port Mourant, Berbice, Guyana",West Indies,West Indies,Right-hand bat,Leg-break
Basil D'Oliveira,Basil Lewis D'Oliveira,04-10-1931,South Africa,"Signal Hill, Cape Town, Cape Province, South Africa",England,England,Right-hand bat,"Right-arm medium, Off-break"
Basil Grieve,Basil Arthur Firebrace Grieve,28-05-1864,England,"Kilburn, Middlesex, England",England,England,Right-hand bat,
Basil Williams,Alvadon Basil Williams,21-11-1949,Jamaica,"Caymanas Estate, St Catherine, Jamaica",West Indies,West Indies,Right-hand bat,
Basit Ali,Basit Ali,13-12-1970,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Bazid Khan,Bazid Khan,25-03-1981,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Beau Casson,Beau Casson,07-12-1982,Australia,"Subiaco, Perth, Western Australia, Australia",Australia,Australia,Right-hand bat,Chinaman
Ben Barnett,Benjamin Arthur Barnett,23-03-1908,Australia,"Auburn, Melbourne, Victoria, Australia",Australia,Australia,Left-hand bat,
Ben Cooper,Benjamin Nicolas Cooper,10-02-1992,Australia,"Lismore, New South Wales, Australia",Netherlands,Netherlands,Left-hand bat,Right-arm medium
Ben Cutting,Benjamin Colin James Cutting,30-01-1987,Australia,"Sunnybank, Brisbane, Queensland, Australia",Australia,"Australia, World XI, Rajasthan Royals, Brisbane Heat, Sunrisers",Right-hand bat,Right-arm fast
Ben Hilfenhaus,Benjamin William Hilfenhaus,15-03-1983,Australia,"Ulverstone, Tasmania, Australia",Australia,"Australia, Chennai Super Kings, Hobart Hurricanes",Right-hand bat,Right-arm fast-medium
Ben Hollioake,Benjamin Caine Hollioake,11-11-1977,Australia,"Melbourne, Victoria, Australia",England,England,Right-hand bat,Right-arm fast-medium
Ben Laughlin,Ben Laughlin,03-10-1982,Australia,"Box Hill, Victoria, Australia",Australia,"Australia, Chennai Super Kings, Hobart Hurricanes",Right-hand bat,Right-arm fast-medium
Ben Phillips,Ben James Phillips,30-09-1974,England,"Lewisham, Kent, England",,Somerset,Right-hand bat,Right-arm fast-medium
Ben Rohrer,Ben James Rohrer,26-03-1981,Australia,"Bankstown, New South Wales, Australia",Australia,"Australia, New South Wales, Delhi Daredevils, Sydney Sixers",Left-hand bat,Right-arm medium
Ben Sealey,Benjamin James Sealey,12-08-1899,Trinidad and Tobago,"St Joseph, Trinidad",West Indies,West Indies,Right-hand bat,Right-arm medium
Ben Stokes,Benjamin Andrew Stokes,04-06-1991,New Zealand,"Christchurch, Canterbury, New Zealand",England,"England, Rising Pune Supergiant",Left-hand bat,Right-arm fast-medium
Berend Westdijk,Berend Arnold Westdijk,05-03-1985,Netherlands,"The Hague, Netherlands",Netherlands,Netherlands,Right-hand bat,Right-arm medium-fast
Berkeley Gaskin,Berkeley Bertram McGarrell Gaskin,21-03-1908,Guyana,"Georgetown, Demerara, Guyana",West Indies,West Indies,Right-hand bat,Right-arm medium
Bernard Bosanquet,Bernard James Tindal Bosanquet,13-10-1877,England,"Bulls Cross, Enfield, Middlesex, England",England,England,Right-hand bat,"Right-arm fast, Leg-break googly"
Bernard Julien,Bernard Denis Julien,13-03-1950,Trinidad and Tobago,"Carenage, Trinidad",West Indies,West Indies,Right-hand bat,"Left-arm fast-medium, Chinaman, Slow left-arm"
Bernard Loots,Bernardus Pieters Loots,19-04-1979,South Africa,"Prieska, South Africa",Netherlands,Netherlands,Right-hand bat,Right-arm medium
Bernard Tancred,Augustus Bernard Tancred,20-08-1865,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Bert Hopkins,Albert John Young Hopkins,03-05-1874,Australia,"Young, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Bert Ironmonger,Herbert Ironmonger,07-04-1882,Australia,"Pine Mountain, Queensland, Australia",Australia,Australia,Left-hand bat,"Left-arm medium, Slow left-arm"
Bert Oldfield,William Albert Stanley Oldfield,09-09-1894,Australia,"Alexandria, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,
Bert Strudwick,Herbert Strudwick,28-01-1880,England,"Mitcham, Surrey, England",England,England,Right-hand bat,
Bert Sutcliffe,Bert Sutcliffe,17-11-1923,New Zealand,"Ponsonby, Auckland, New Zealand",New Zealand,New Zealand,Left-hand bat,Slow left-arm
Bertie Clarke,Carlos Bertram Clarke,07-04-1918,Barbados,"Lakes Folly, Cats Castle, St Michael, Barbados",West Indies,West Indies,Right-hand bat,Leg-break googly
Beuran Hendricks,Beuran Eric Hendricks,08-06-1990,South Africa,"Cape Town, Cape Province, South Africa",South Africa,"South Africa, Kings XI Punjab",Left-hand bat,Left-arm fast-medium
Bevan Congdon,Bevan Ernest Congdon,11-02-1938,New Zealand,"Motueka, Tasman, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Bevan Griggs,Bevan Barry John Griggs,29-03-1978,New Zealand,"Palmerston North, Manawatu, New Zealand",,Central Districts,Right-hand bat,
Bhagwat Chandrasekhar,Bhagwat Subramanya Chandrasekhar,17-05-1945,India,"Mysore, Karnataka, India",India,India,Right-hand bat,Leg-break
Bharat Arun,Bharathi Arun,14-12-1962,India,"Vijayawada, Andhra Pradesh, India",India,India,Right-hand bat,Right-arm medium
Bharath Reddy,Bharath Reddy,12-11-1954,India,"Madras (now Chennai), India",India,India,Right-hand bat,
Bhupinder Singh,Bhupinder Singh,01-04-1965,India,"Hoshiarpur, Punjab, India",India,India,Right-hand bat,Right-arm fast-medium
Bhuvneshwar Kumar,Bhuvneshwar Kumar Singh,05-02-1990,India,"Meerut, Uttar Pradesh, India",India,"India, Royal Challengers Bangalore, Pune Warriors, Sunrisers",Right-hand bat,Right-arm fast-medium
Biddy Anderson,James Henry Anderson,26-04-1874,South Africa,"Kimberley, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,
Bilawal Bhatti,Bilawal Bhatti,17-09-1991,Pakistan,"Muridke, Punjab, Pakistan",Pakistan,"Pakistan, Sialkot Stallions",Right-hand bat,Right-arm medium-fast
Bill Athey,Charles William Jeffrey Athey,27-09-1957,England,"Middlesbrough, Yorkshire, England",England,England,Right-hand bat,Off-break
Bill Bell,William Bell,05-09-1931,New Zealand,"Dunedin, Otago, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break
Bill Bowes,William Eric Bowes,25-07-1908,England,"Elland, Yorkshire, England",England,England,Right-hand bat,"Right-arm fast-medium, Right-arm medium"
Bill Bradley,Walter Morris Bradley,02-01-1875,England,"Lower Sydenham, London, England",England,England,Right-hand bat,Right-arm fast
Bill Brockwell,William Brockwell,21-01-1865,England,"Kingston-upon-Thames, Surrey, England",England,England,Right-hand bat,Right-arm fast-medium
Bill Brown,William Alfred Brown,31-07-1912,Australia,"Toowoomba, Queensland, Australia",Australia,Australia,Right-hand bat,Off-break
Bill Copson,William Henry Copson,27-04-1908,England,"Stonebroom, Derbyshire, England",England,England,Right-hand bat,Right-arm fast-medium
Bill Edrich,William John Edrich,26-03-1916,England,"Lingwood, Norfolk, England",England,England,Right-hand bat,"Right-arm fast-medium, Off-break"
Bill Farrimond,William Farrimond,23-05-1903,England,"Daisy Hill, Lancashire, England",England,England,Right-hand bat,
Bill Hitch,John William Hitch,07-05-1886,England,"Radcliffe, Lancashire, England",England,England,Right-hand bat,Right-arm fast
Bill Howell,William Peter Howell,29-12-1869,Australia,"Penrith, New South Wales, Australia",Australia,Australia,Left-hand bat,Right-arm medium
Bill Hunt,William Alfred Hunt,26-08-1908,Australia,"Balmain, Sydney, New South Wales, Australia",Australia,Australia,Left-hand bat,Slow left-arm
Bill Johnston,William Arras Johnston,26-02-1922,Australia,"Beeac, Victoria, Australia",Australia,Australia,Left-hand bat,"Left-arm fast-medium, Slow left-arm"
Bill Lawry,William Morris Lawry,11-02-1937,Australia,"Thornbury, Melbourne, Victoria, Australia",Australia,Australia,Left-hand bat,Left-arm medium
Bill Lockwood,William Henry Lockwood,25-03-1868,England,"Old Radford, Nottinghamshire, England",England,England,Right-hand bat,Right-arm fast
Bill Lundie,Eric Balfour Lundie,15-03-1888,South Africa,"Willowvale, Cape Province (now Transkei), South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast
Bill Merritt,William Edward Merritt,18-08-1908,New Zealand,"Sumner, Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break googly
Bill O'Reilly,William Joseph O'Reilly,20-12-1905,Australia,"White Cliffs, New South Wales, Australia",Australia,Australia,Left-hand bat,Leg-break googly
Bill Playle,William Rodger Playle,01-12-1938,New Zealand,"Palmerston North, Manawatu, New Zealand",New Zealand,New Zealand,Right-hand bat,Off-break
Bill Ponsford,William Harold Ponsford,19-10-1900,Australia,"North Fitzroy, Melbourne, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Bill Storer,William Storer,25-01-1867,England,"Butterley, Derbyshire, England",England,England,Right-hand bat,Leg-break
Bill Voce,William Voce,08-08-1909,England,"Annesley Woodhouse, Nottinghamshire, England",England,England,Right-hand bat,Left-arm fast-medium
Bill Watson,William James Watson,31-01-1931,Australia,"Randwick, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,
Bill Whitty,William James Whitty,15-08-1886,Australia,"Elizabeth Street, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Left-arm fast-medium
Bill Woodfull,William Maldon Woodfull,22-08-1897,Australia,"Maldon, Victoria, Australia",Australia,Australia,Right-hand bat,
Billy Barnes,William Barnes,27-05-1852,England,"Sutton-in-Ashfield, Nottinghamshire, England",England,England,Right-hand bat,Right-arm fast-medium
Billy Bates,Willie Bates,19-11-1855,England,"Lascelles Hall, Huddersfield, Yorkshire, England",England,England,Right-hand bat,Off-break
Billy Frank,William Hughes Bowker Frank,23-11-1872,South Africa,"King William's Town, Cape Colony, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Billy Griffith,Stewart Cathie Griffith,16-06-1914,England,"Wandsworth, Surrey, England",England,England,Right-hand bat,
Billy Gunn,William Gunn,04-12-1858,England,"St Anne's, Nottingham, England",England,England,Right-hand bat,"Right-arm slow, Right-arm slow underarm"
Billy Ibadulla,Khalid Ibadulla,20-12-1935,India,"Lahore, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,"Right-arm medium, Off-break"
Billy Midwinter,William Evans Midwinter,19-06-1851,England,"Lower Meend, St Briavels, Gloucestershire, England",England,"Australia,
England",Right-hand bat,Right-arm medium roundarm
Billy Murdoch,William Lloyd Murdoch,18-10-1854,Australia,"Sandhurst, Victoria, Australia",England,"Australia,
England",Right-hand bat,
Billy Newham,William Newham,12-12-1860,England,"Holy Cross, Shrewsbury, Shropshire, England",England,England,Right-hand bat,
Billy Stelling,William Frederick Stelling,30-06-1969,South Africa,"Johannesburg, Transvaal, South Africa",Netherlands,Netherlands,Right-hand bat,Right-arm fast-medium
Billy Wade,Walter Wareham Wade,18-06-1914,South Africa,"Morningside, Durban, Natal, South Africa",South Africa,South Africa,Right-hand bat,
Billy Zulch,Johan Wilhelm Zulch,02-01-1886,South Africa,"Lydenburg, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Binod Bhandari,Binod Bhandari,25-01-1990,Nepal,"Kanchanpur, Nepal",Nepal,Nepal,Right-hand bat,Right-arm
Bishan Singh Bedi,Bishan Singh Bedi,25-09-1946,India,"Amritsar, Punjab, India",India,India,Right-hand bat,Slow left-arm
BJ Watling,Bradley-John Watling,09-07-1985,South Africa,"Durban, Natal, South Africa",New Zealand,"Northern Districts,
New Zealand",Right-hand bat,
Bjorn Kotze,Bjorn Leo Kotze,11-12-1978,Namibia,"Windhoek, Namibia",Namibia,Namibia,Right-hand bat,Right-arm fast-medium
Blair Hartland,Blair Robert Hartland,22-10-1966,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Blair Pocock,Blair Andrew Pocock,18-06-1971,New Zealand,"Papakura, Franklin, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm slow
Blessing Mahwire,Ngonidzashe Blessing Mahwire,31-07-1982,Zimbabwe,"Bikita, Masvingo, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Bob Appleyard,Robert Appleyard,27-06-1924,England,"Wibsey, Bradford, Yorkshire, England",England,England,Right-hand bat,"Right-arm medium, Off-break"
Bob Barber,Robert William Barber,26-09-1935,England,"Withington, Manchester, Lancashire, England",England,England,Left-hand bat,Leg-break googly
Bob Berry,Robert Berry,29-01-1926,England,"West Gorton, Manchester, Lancashire, England",England,England,Left-hand bat,Slow left-arm
Bob Blair,Robert William Blair,23-06-1932,New Zealand,"Petone, Lower Hutt, Wellington, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Bob Catterall,Robert Hector Catterall,10-07-1900,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm medium
Bob Cottam,Robert Michael Henry Cottam,16-10-1944,England,"Cleethorpes, Lincolnshire, England",England,England,Right-hand bat,Right-arm fast-medium
Bob Cowper,Robert Maskew Cowper,05-10-1940,Australia,"Kew, Melbourne, Victoria, Australia",Australia,Australia,Left-hand bat,Off-break
Bob Crisp,Robert James Crisp,28-05-1911,India,"Calcutta (now Kolkata), Bengal, India",South Africa,South Africa,Right-hand bat,Right-arm fast
Bob Cunis,Robert Smith Cunis,05-01-1941,New Zealand,"Whangarei, Northland, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm fast-medium
Bob Holland,Robert George Holland,19-10-1946,Australia,"Camperdown, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break googly
Bob Massie,Robert Arnold Lockyer Massie,14-04-1947,Australia,"Subiaco, Perth, Western Australia, Australia",Australia,Australia,Left-hand bat,Right-arm medium-fast
Bob McLeod,Robert William McLeod,19-01-1868,Australia,"Sandridge (now Port Melbourne), Victoria, Australia",Australia,Australia,Left-hand bat,Right-arm medium
Bob Newson,Edward Serrurier Newson,02-12-1910,South Africa,"Sea Point, Cape Town, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast
Bob Simpson,Robert Baddeley Simpson,03-02-1936,Australia,"Marrickville, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break googly
Bob Taylor,Robert William Taylor,17-07-1941,England,"Stoke-on-Trent, Staffordshire, England",England,England,Right-hand bat,Right-arm medium
Bob Willis,Robert George Dylan Willis,30-05-1949,England,"Sunderland, Co Durham, England",England,England,Right-hand bat,Right-arm fast
Bob Woolmer,Robert Andrew Woolmer,14-05-1948,India,"Kanpur, Uttar Pradesh, India",England,England,Right-hand bat,Right-arm medium
Bob Wyatt,Robert Elliott Storey Wyatt,02-05-1901,England,"Milford Heath House, Surrey, England",England,England,Right-hand bat,Right-arm medium
Bobby Abel,Robert Abel,30-11-1857,England,"Rotherhithe, Surrey, England",England,England,Right-hand bat,Off-break
Bobby Peel,Robert Peel,12-02-1857,England,"Churwell, Leeds, Yorkshire, England",England,England,Left-hand bat,Slow left-arm
Bobby Rao,Modireddy Venkateshwar Narasimha Rao,11-08-1954,India,"Secunderabad, Andhra Pradesh, India",India,India,Right-hand bat,Leg-break
Boeta Dippenaar,Hendrik Human Dippenaar,14-06-1977,South Africa,"Kimberley, Cape Province, South Africa",South Africa,"South Africa, Eagles, African XI",Right-hand bat,Off-break
Bonnor Middleton,James Middleton,30-09-1865,England,"Chester-le-Street, Co Durham, England",South Africa,South Africa,Right-hand bat,Left-arm slow-medium
Boyd Rankin,William Boyd Rankin,05-07-1984,Ireland,"Londonderry, Ireland",Ireland,"Ireland, England",Left-hand bat,Right-arm fast-medium
Brad Haddin,Bradley James Haddin,23-10-1977,Australia,"Cowra, New South Wales, Australia",Australia,"Australia, Kolkata Knight Riders, Sydney Sixers",Right-hand bat,
Brad Hodge,Bradley John Hodge,29-12-1974,Australia,"Sandringham, Victoria, Australia",Australia,"Australia, Victoria, Rajasthan Royals, Kolkata Knight Riders, Kochi Tuskers Kerala",Right-hand bat,Off-break
Brad Hogg,George Bradley Hogg,06-02-1971,Australia,"Narrogin, Western Australia, Australia",Australia,"Australia, Rajasthan Royals, Kolkata Knight Riders, Perth Scorchers",Left-hand bat,Chinaman
Brad Kruger,Bradley Peter Kruger,17-09-1988,South Africa,"Pretoria, Transvaal, South Africa",Netherlands,Netherlands,Right-hand bat,Right-arm fast-medium
Brad Patton,Bradley Michael King Patton,09-11-1979,New Zealand,"Hastings, Hawke's Bay, New Zealand",,Central Districts,Left-hand bat,Right-arm medium-fast
Brad Williams,Brad Andrew Williams,20-11-1974,Australia,"Frankston, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm fast
Brad Young,Bradley Evan Young,23-02-1973,Australia,"Semaphore, Adelaide, South Australia, Australia",Australia,Australia,Right-hand bat,Slow left-arm
Brandon Bess,Brandon Jeremy Bess,13-12-1987,Guyana,"Rosignol, West Bank, Berbice, Guyana",West Indies,West Indies,Right-hand bat,Right-arm fast-medium
Bransby Cooper,Bransby Beauchamp Cooper,15-03-1844,India,"Dacca (now Dhaka, Bangladesh), India",Australia,Australia,Right-hand bat,
Brendan Nash,Brendan Paul Nash,14-12-1977,Australia,"Attadale, Western Australia, Australia",West Indies,West Indies,Left-hand bat,"Slow left-arm, Left-arm medium"
Brendan Taylor,Brendan Ross Murray Taylor,06-02-1986,Zimbabwe,"Harare, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Off-break
Brendon Bracewell,Brendon Paul Bracewell,14-09-1959,New Zealand,"Auckland, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Brendon Diamanti,Brendon John Diamanti,30-04-1981,New Zealand,"Blenheim, Marlborough, New Zealand",New Zealand,"Central Districts,
New Zealand",Right-hand bat,Right-arm medium
Brendon Julian,Brendon Paul Julian,10-08-1970,New Zealand,"Hamilton, Waikato, New Zealand",Australia,Australia,Right-hand bat,Left-arm fast-medium
Brendon Kuruppu,Don Sardha Brendon Priyantha Kuruppu,05-01-1962,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,
Brendon McCullum,Brendon Barrie McCullum,27-09-1981,New Zealand,"Dunedin, Otago, New Zealand",New Zealand,"Otago,
New Zealand, Chennai Super Kings, Kolkata Knight Riders, Kochi Tuskers Kerala, Gujarat Lions",Right-hand bat,Right-arm medium
Brent Arnel,Brent John Arnel,03-01-1979,New Zealand,"Te Awamutu, Waikato, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium-fast
Brenton Parchment,Brenton Anthony Parchment,24-06-1982,Jamaica,"St Elizabeth, Jamaica",West Indies,West Indies,Right-hand bat,Off-break
Brett Dorey,Brett Raymond Dorey,03-10-1977,Australia,"East Fremantle, Western Australia, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Brett Geeves,Brett Geeves,13-06-1982,Australia,"Claremont, Tasmania, Australia",Australia,"Australia, Delhi Daredevils",Right-hand bat,Right-arm fast-medium
Brett Lee,Brett Lee,08-11-1976,Australia,"Wollongong, New South Wales, Australia",Australia,"Australia, New South Wales, Kings XI Punjab, Kolkata Knight Riders",Right-hand bat,Right-arm fast
Brett Schultz,Brett Nolan Schultz,26-08-1970,South Africa,"East London, Cape Province, South Africa",South Africa,South Africa,Left-hand bat,Left-arm fast
Brian Bolus,John Brian Bolus,31-01-1934,England,"Whitkirk, Leeds, Yorkshire, England",England,England,Right-hand bat,Left-arm medium
Brian Booth,Brian Charles Booth,19-10-1933,Australia,"Perthville, Bathurst, New South Wales, Australia",Australia,Australia,Right-hand bat,"Right-arm medium, Off-break"
Brian Close,Dennis Brian Close,24-02-1931,England,"Rawdon, Leeds, Yorkshire, England",England,England,Left-hand bat,"Right-arm medium, Off-break"
Brian Hastings,Brian Frederick Hastings,23-03-1940,New Zealand,"Island Bay, Wellington, New Zealand",New Zealand,New Zealand,Right-hand bat,Leg-break googly
