Saleem Jaffar,Saleem Jaffar,19-11-1962,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Left-arm fast-medium
Saleem Malik,Saleem Malik,16-04-1963,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,"Right-arm medium, Leg-break"
Saleem Mukuddem,Saleem Mukuddem,20-01-1972,South Africa,South Africa,Bermuda,Bermuda,Right-hand bat,Right-arm medium
Saleem Pervez,Saleem Pervez,09-09-1947,India,"Amritsar, Punjab, India",Pakistan,Pakistan,Right-hand bat,Right-arm medium-fast
Saleem Raza,Saleem Raza,05-07-1964,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Off-break
Saleem Yousuf,Saleem Yousuf,07-12-1959,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,
Salil Ankola,Salil Ashok Ankola,01-03-1968,India,"Sholapur, Maharashtra, India",India,India,Right-hand bat,Right-arm medium-fast
Salim Durani,Salim Aziz Durani,11-12-1934,Afghanistan,"Kabul, Afghanistan",India,India,Left-hand bat,Slow left-arm
Saliya Ahangama,Franklyn Saliya Ahangama,14-09-1959,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Right-arm medium
Salman Butt,Salman Butt,07-10-1984,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,"Pakistan, Kolkata Knight Riders",Left-hand bat,Off-break
Salman Faris,Salman Faris,18-11-1985,Sri Lanka,Sri Lanka,United Arab Emirates,United Arab Emirates,Left-hand bat,Leg-break
Sam Cook,Cecil Cook,23-08-1921,England,"Tetbury, Gloucestershire, England",England,England,Right-hand bat,Slow left-arm
Sam Gannon,John Bryant Gannon,08-02-1947,Australia,"Subiaco, Perth, Western Australia, Australia",Australia,Australia,Right-hand bat,Left-arm fast-medium
Sam Guillen,Simpson Clairmonte Guillen,24-09-1924,Trinidad and Tobago,"Port of Spain, Trinidad",West Indies,"New Zealand, West Indies",Right-hand bat,
Sam Loxton,Samuel John Everett Loxton,29-03-1921,Australia,"Albert Park, Melbourne, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Sam Morris,Samuel Morris,22-06-1855,Australia,"Hobart, Tasmania, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Sam Robson,Samuel David Robson,01-07-1989,Australia,"Paddington, Sydney, New South Wales, Australia",England,England,Right-hand bat,Leg-break
Sam Staples,Samuel James Staples,18-09-1892,England,"Newstead Colliery, Nottinghamshire, England",England,England,Right-hand bat,Off-break
Sam Walusimbi,Samawiri Walusimbi,30-11-1947,Uganda,Uganda,,East Africa,Right-hand bat,Left-arm medium
Sam Wells,Samuel Raymond Wells,13-07-1984,New Zealand,"Dunedin, Otago, New Zealand",,Otago,Left-hand bat,Right-arm medium
Saman Jayantha,Warushavithana Saman Jayantha,26-01-1974,Sri Lanka,"Ambalangoda, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Off-break
Sameer Dighe,Sameer Sudhakar Dighe,08-10-1968,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,
Sameer Zia,Sameer Zia,08-09-1981,Pakistan,Pakistan,United Arab Emirates,United Arab Emirates,Right-hand bat,
Sami Faridi,Abdus Sami Faridi,07-09-1983,Saudi Arabia,"Jeddah, Saudi Arabia",Canada,Canada,Left-hand bat,Chinaman
Samit Patel,Samit Rohit Patel,30-11-1984,England,"Leicester, England",England,England,Right-hand bat,Slow left-arm
Samiullah Khan,Samiullah Khan Niazi,04-08-1982,Pakistan,"Mianwali, Punjab, Pakistan",Pakistan,"Pakistan, Faisalabad Wolves",Right-hand bat,Left-arm medium-fast
Samiullah Shenwari,Samiullah Shenwari,31-12-1987,Afghanistan,"Nangrahar, Afghanistan",Afghanistan,Afghanistan,Right-hand bat,Leg-break
Samiur Rahman,Samiur Rahman,03-12-1953,Pakistan,"Dacca (now Dhaka, Bangladesh), Pakistan",Bangladesh,Bangladesh,Right-hand bat,Right-arm fast-medium
Sammy Carter,Hanson Carter,15-03-1878,England,"Northowram, Halifax, Yorkshire, England",Australia,Australia,Right-hand bat,
Sammy Jones,Samuel Percy Jones,01-08-1861,Australia,"Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Sammy Woods,Samuel Moses James Woods,13-04-1867,Australia,"Ashfield, Sydney, New South Wales, Australia",England,"Australia,
England",Right-hand bat,Right-arm fast-medium
Samuel Badree,Samuel Badree,08-03-1981,Trinidad and Tobago,"Barrackpore, Trinidad",West Indies,"Trinidad and Tobago, West Indies, World XI, Royal Challengers Bangalore, Chennai Super Kings, Rajasthan Royals",Right-hand bat,Leg-break
Sanath Jayasuriya,Sanath Teran Jayasuriya,30-06-1969,Sri Lanka,"Matara, Sri Lanka",Sri Lanka,"Sri Lanka, Asian Cricket Council XI, Ruhuna, Mumbai Indians",Left-hand bat,Slow left-arm
Sanath Kaluperuma,Sanath Mohan Silva Kaluperuma,22-10-1961,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Off-break
Sandeep Gupta,Sandeep Kumar Gupta,07-04-1967,Kenya,"Nairobi, Kenya",Kenya,Kenya,Right-hand bat,
Sandeep Jyoti,Sandeep Jyoti,14-12-1973,India,"Simla, Punjab, India",Canada,Canada,Right-hand bat,Off-break
Sandeep Patil,Sandeep Madhusudan Patil,18-08-1956,India,"Bombay (now Mumbai), Maharashtra, India",India,India,Right-hand bat,Right-arm medium
Sandeep Sharma,Sandeep Sharma,18-05-1993,India,"Patiala, Punjab, India",India,"India, Kings XI Punjab",Right-hand bat,Right-arm fast-medium
Sandford Schultz,Sandford Spence Schultz,29-08-1857,England,"Birkenhead, Cheshire, England",England,England,Right-hand bat,Right-arm fast roundarm
Sandy Bell,Alexander John Bell,15-04-1906,South Africa,"East London, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Right-arm fast-medium
Sanjay Bangar,Sanjay Bapusaheb Bangar,11-10-1972,India,"Bid, Maharashtra, India",India,"India, Deccan Chargers, Kolkata Knight Riders",Right-hand bat,Right-arm medium
Sanjay Manjrekar,Sanjay Vijay Manjrekar,12-07-1965,India,"Mangalore, Mysore, India",India,India,Right-hand bat,Off-break
Sanjay Raul,Sanjay Susanta Raul,06-10-1976,India,"Cuttack, Orissa, India",India,India,Right-hand bat,Off-break
Sanjayan Thuraisingam,Sanjayan Thuraisingam,11-09-1969,Sri Lanka,"Colombo, Sri Lanka",Canada,Canada,Right-hand bat,Right-arm fast-medium
Sanjeev Sharma,Sanjeev Kumar Sharma,25-08-1965,India,"Delhi, India",India,India,Right-hand bat,Right-arm medium
Sanjeeva Ranatunga,Sanjeeva Ranatunga,25-04-1969,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Left-hand bat,Off-break
Sanjeewa Weerasinghe,Colombage Don Udesh Sanjeewa Weerasinghe,01-03-1968,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Leg-break googly
Sanju Samson,Sanju Viswanath Samson,11-11-1994,India,"Pulluvila, Vizhinjam, Trivandrum, Kerala, India",India,"India, Delhi Daredevils, Rajasthan Royals",Right-hand bat,Off-break
Sanwar Hossain,Mohammad Sanwar Hossain,05-08-1973,Bangladesh,"Mymensingh, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Off-break
Saqib Ali,Saqib Ali,14-04-1978,Pakistan,"Multan, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Off-break
Saqlain Haider,Saqlain Haider,10-08-1987,Pakistan,"Rawalpindi, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Left-hand bat,
Saqlain Mushtaq,Saqlain Mushtaq,29-12-1976,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Saradindu Mukherjee,Saradindu Purnendu Mukherjee,05-10-1964,India,"Calcutta (now Kolkata), Bengal, India",India,India,Right-hand bat,Off-break
Sarandeep Singh,Sarandeep Singh,21-10-1979,India,"Amritsar, Punjab, India",India,India,Right-hand bat,Off-break
Sarel Burger,Sarel Francois Burger,13-02-1983,Namibia,"Windhoek, Namibia",Namibia,Namibia,Right-hand bat,Right-arm medium-fast
Sarfraz Nawaz,Sarfraz Nawaz Malik,01-12-1948,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Saurabh Tiwary,Saurabh Sunil Tiwary,30-12-1989,India,"Jamshedpur, Bihar, India",India,"India, Royal Challengers Bangalore, Delhi Daredevils, Mumbai Indians, Rising Pune Supergiants",Left-hand bat,Off-break
Schofield Haigh,Schofield Haigh,19-03-1871,England,"Berry Brow, Huddersfield, Yorkshire, England",England,England,Right-hand bat,Right-arm fast-medium
Scotch Taylor,Alistair Innes Taylor,25-07-1925,South Africa,"Johannesburg, Transvaal, South Africa",South Africa,South Africa,Right-hand bat,Leg-break
Scott Borthwick,Scott George Borthwick,19-04-1990,England,"Sunderland, Co Durham, England",England,England,Left-hand bat,Leg-break
Scott Muller,Scott Andrew Muller,11-07-1971,Australia,"Herston, Brisbane, Queensland, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Scott Styris,Scott Bernard Styris,10-07-1975,Australia,"Brisbane, Queensland, Australia",New Zealand,"Northern Districts,
New Zealand, Chennai Super Kings, Deccan Chargers",Right-hand bat,Right-arm fast-medium
Sean Abbott,Sean Anthony Abbott,29-02-1992,Australia,"Windsor, New South Wales, Australia",Australia,"Australia, Royal Challengers Bangalore",Right-hand bat,Right-arm medium-fast
Sean Davies,Sean Gerard Davies,15-10-1973,Zimbabwe,"Salisbury (now Harare), Zimbabwe",Zimbabwe,Zimbabwe,Left-hand bat,Right-arm medium-fast
Sean Ervine,Sean Michael Ervine,06-12-1982,Zimbabwe,"Harare, Zimbabwe",Zimbabwe,"Hampshire,
Zimbabwe",Left-hand bat,Right-arm medium
Sean Williams,Sean Colin Williams,26-09-1986,Zimbabwe,"Bulawayo, Zimbabwe",Zimbabwe,Zimbabwe,Left-hand bat,Slow left-arm
Seekkuge Prasanna,Seekkuge Prasanna,27-06-1985,Sri Lanka,"Balapitiya, Sri Lanka",Sri Lanka,"Sri Lanka, Uva Next, Southern Express",Right-hand bat,Leg-break
Sep Kinneir,Septimus Kinneir,13-05-1871,England,"Pickwick, Corsham, Wiltshire, England",England,England,Left-hand bat,Right-arm medium
Seren Waters,Seren Robert Waters,11-04-1990,Kenya,"Nairobi, Kenya",Kenya,Kenya,Right-hand bat,Leg-break
Seth Rance,Seth Hayden Arnold Rance,23-08-1987,New Zealand,"Wellington, New Zealand",New Zealand,"Central Districts,
New Zealand",Right-hand bat,Right-arm medium
Sew Shivnarine,Sewdatt Shivnarine,13-05-1952,Guyana,"Albion, Berbice, Guyana",West Indies,West Indies,Right-hand bat,Slow left-arm
Sewnarine Chattergoon,Sewnarine Chattergoon,03-04-1981,Guyana,"Fyrish, West Bank, Berbice, Guyana",Guyana,"Guyana,
West Indies",Left-hand bat,Leg-break
Seymour Nurse,Seymour MacDonald Nurse,10-11-1933,Barbados,"Jack-My-Nanny Gap, Black Rock, St Michael, Barbados",West Indies,West Indies,Right-hand bat,Off-break
Shabbir Ahmed,Shabbir Ahmed Khan,21-04-1976,Pakistan,"Khanewal, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Shabir Noori,Shabir Ahmed Noori,23-02-1992,Afghanistan,"Nangarhar, Afghanistan",Afghanistan,Afghanistan,Right-hand bat,Off-break
Shadab Kabir,Mohammad Shadab Kabir Siddiqi,12-11-1977,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Left-hand bat,Off-break
Shadeep Silva,Elle Hennadige Shadeep Nadeeja Silva,18-08-1978,Sri Lanka,"Galle, Sri Lanka",United Arab Emirates,United Arab Emirates,Left-hand bat,Slow left-arm
Shafiek Abrahams,Shafiek Abrahams,04-03-1968,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,South Africa,Right-hand bat,Off-break
Shafiq Ahmed,Shafiq Ahmed,28-03-1949,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Shafiqullah Shinwari,Mohammad Shafiqullah Shinwari,07-08-1989,Afghanistan,"Nangarhar, Afghanistan",Afghanistan,Afghanistan,Right-hand bat,
Shafiuddin Ahmed,Shafiuddin Ahmed,01-06-1973,Bangladesh,"Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Right-arm fast-medium
Shafiul Islam,Shafiul Islam,06-10-1989,Bangladesh,"Bogra, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Right-arm fast-medium
Shafqat Rana,Shafqat Rana,10-08-1943,India,"Simla, Punjab, India",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Shah Nyalchand,Nyalchand Sukhlal Shah,14-09-1915,India,"Dhrangadhra, Gujarat, India",India,India,Left-hand bat,Left-arm medium
Shahadat Hossain,Kazi Shahadat Hossain,07-08-1986,Bangladesh,"Narayanganj, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Right-arm fast-medium
Shaheed Keshvani,Shaheed Keshvani,23-05-1984,Canada,Canada,Canada,Canada,Right-hand bat,Off-break
Shaheedur Rahman,Shaheedur Rahman Chowdhury,01-01-1963,Pakistan,"Chittagong (now in Bangladesh), Pakistan",Bangladesh,Bangladesh,Right-hand bat,
Shahid Afridi,Sahibzada Mohammad Shahid Khan Afridi,01-03-1980,Pakistan,"Khyber Agency, Pakistan",Pakistan,"Hampshire,
Pakistan, Asian Cricket Council XI, ICC World XI, Deccan Chargers",Right-hand bat,Leg-break googly
Shahid Anwar,Shahid Anwar,05-07-1968,Pakistan,"Multan, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Shahid Israr,Shahid Israr,01-03-1950,India,"Bareilly, Uttar Pradesh, India",Pakistan,Pakistan,Right-hand bat,
Shahid Mahboob,Shahid Mahboob,25-08-1962,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Shahid Mahmood,Shahid Mahmood,17-03-1939,India,"Lucknow, Uttar Pradesh, India",Pakistan,Pakistan,Left-hand bat,Left-arm medium
Shahid Nazir,Shahid Nazir Bajwa,04-12-1977,Pakistan,"Faisalabad, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Shahid Saeed,Shahid Saeed,06-01-1966,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium
Shahriar Hossain,Mohammad Shahriar Hossain,01-06-1976,Bangladesh,"Narayanganj, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,
Shahriar Nafees,Shahriar Nafees Ahmed,25-01-1986,Bangladesh,"Dhaka, Bangladesh",Bangladesh,Bangladesh,Left-hand bat,Slow left-arm
Shahzad Altaf,Shahzad Altaf Hussain,06-10-1957,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm medium
Shahzad Khan,Shahzad Khan,20-02-1981,Pakistan,"Khota, Pakistan",Canada,Canada,Right-hand bat,Right-arm fast-medium
Shahzaib Hasan,Mohammad Shahzaib Hasan Khan,25-12-1989,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Shaiman Anwar,Shaiman Anwar Butt,15-03-1979,Pakistan,"Sialkot, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm fast-medium
Shakeel Ahmed jnr,Mohammad Shakeel Ahmed,12-11-1971,Pakistan,"Daska, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Shakeel Ansar,Shakeel Ansar,11-11-1978,Pakistan,"Sialkot, Punjab, Pakistan",Pakistan,"Pakistan, Sialkot Stallions",Right-hand bat,
Shakeel Khan,Shakeel Ahmed Khan,28-05-1968,Pakistan,"Lahore, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm fast-medium
Shakib Al Hasan,Shakib Al Hasan,24-03-1987,Bangladesh,"Magura, Khulna, Bangladesh",Bangladesh,"Bangladesh, Kolkata Knight Riders",Left-hand bat,Slow left-arm
Shakti Gauchan,Shakti Prasad Gauchan,22-04-1984,Nepal,"Rupendeli, Nepal",Nepal,Nepal,Right-hand bat,Leg-break
Shaminda Eranga,Ranaweera Mudiyanselage Shaminda Eranga,23-06-1986,Sri Lanka,"Chilaw, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium-fast
Shamsur Rahman,Mohammad Shamsur Rahman,05-06-1988,Bangladesh,"Comilla, Chittagong, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Right-arm medium
Shan Masood,Shan Masood Khan,14-10-1989,Kuwait,Kuwait,Pakistan,Pakistan,Left-hand bat,Right-arm medium-fast
Shanan Stewart,Shanan Luke Stewart,21-06-1982,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Shane Bond,Shane Edward Bond,07-06-1975,New Zealand,"Christchurch, Canterbury, New Zealand",New Zealand,"New Zealand, Kolkata Knight Riders",Right-hand bat,Right-arm fast
Shane Harwood,Shane Michael Harwood,01-03-1974,Australia,"Ballarat, Victoria, Australia",Australia,"Australia, Victoria, Rajasthan Royals",Right-hand bat,Right-arm fast-medium
Shane Lee,Shane Lee,08-08-1973,Australia,"Wollongong, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm medium
Shane Shillingford,Shane Shillingford,22-02-1983,Dominica,"Dunblanc, Dominica",West Indies,West Indies,Right-hand bat,Off-break
Shane Thomson,Shane Alexander Thomson,27-01-1969,New Zealand,"Hamilton, Waikato, New Zealand",New Zealand,New Zealand,Right-hand bat,"Right-arm fast-medium, Off-break"
Shane Warne,Shane Keith Warne,13-09-1969,Australia,"Ferntree Gully, Victoria, Australia",Australia,"Australia, ICC World XI, Rajasthan Royals",Right-hand bat,Leg-break googly
Shane Watson,Shane Robert Watson,17-06-1981,Australia,"Ipswich, Queensland, Australia",Australia,"Australia, New South Wales, Royal Challengers Bangalore, Rajasthan Royals, Sydney Sixers",Right-hand bat,Right-arm medium-fast
Shannon Gabriel,Shannon Terry Gabriel,28-04-1988,Trinidad and Tobago,Trinidad,West Indies,"Trinidad and Tobago, West Indies",Right-hand bat,Right-arm fast
Shantha Kalavitigoda,Shantha Kalavitigoda,23-12-1977,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Leg-break
Shapoor Zadran,Shapoor Zadran,08-07-1987,Afghanistan,"Logar, Afghanistan",Afghanistan,Afghanistan,Left-hand bat,Left-arm fast-medium
Sharad Vesawkar,Sharad Vesawkar,06-10-1988,United Arab Emirates,United Arab Emirates,Nepal,Nepal,Right-hand bat,Right-arm medium
Sharif Asadullah,Sharif Asadullah,14-12-1984,Pakistan,"Karachi, Sind, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm fast-medium
Shariful Haque,Shariful Haque,15-01-1976,Bangladesh,"Mymensingh, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Off-break
Sharjeel Khan,Sharjeel Khan,14-08-1989,Pakistan,"Hyderabad, Sind, Pakistan",Pakistan,Pakistan,Left-hand bat,Leg-break
Shaukat Dukanwala,Shaukat Fakirbhai Dukanwala,21-01-1957,India,"Bombay (now Mumbai), Maharashtra, India",United Arab Emirates,United Arab Emirates,Right-hand bat,Off-break
Shaul Karnain,Shaul Hameed Uvais Karnain,11-08-1962,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium
Shaun Graf,Shaun Francis Graf,19-05-1957,Australia,"Somerville, Melbourne, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Shaun Marsh,Shaun Edward Marsh,09-07-1983,Australia,"Narrogin, Western Australia, Australia",Australia,"Australia, Kings XI Punjab, Perth Scorchers",Left-hand bat,Slow left-arm
Shaun Pollock,Shaun Maclean Pollock,16-07-1973,South Africa,"Port Elizabeth, Cape Province, South Africa",South Africa,"South Africa, ICC World XI, African XI, Mumbai Indians",Right-hand bat,Right-arm fast-medium
Shaun Tait,Shaun William Tait,22-02-1983,Australia,"Bedford Park, Adelaide, South Australia, Australia",Australia,"Australia, South Australia, Rajasthan Royals",Right-hand bat,Right-arm fast
Shaun Udal,Shaun David Udal,18-03-1969,England,"Cove, Farnborough, Hampshire, England",England,England,Right-hand bat,Off-break
Shaun Young,Shaun Young,13-06-1970,Australia,"Burnie, Tasmania, Australia",Australia,Australia,Left-hand bat,Right-arm fast-medium
Shawn Findlay,Shawn Eli Findlay,03-03-1984,Jamaica,"Mandeville, Jamaica",West Indies,West Indies,Left-hand bat,Right-arm fast-medium
Shayne O'Connor,Shayne Barry O'Connor,15-11-1973,New Zealand,"Hastings, Hawke's Bay, New Zealand",New Zealand,New Zealand,Left-hand bat,Left-arm fast-medium
Sheldon Cottrell,Sheldon Shane Cotterell,19-08-1989,Jamaica,Jamaica,West Indies,West Indies,Right-hand bat,Left-arm fast-medium
Shem Ngoche,Shem Obado Ngoche,06-06-1989,Kenya,Kenya,Kenya,Kenya,Right-hand bat,Slow left-arm
Sher Lama,Sher Bhadur Lama,09-01-1973,Hong Kong,"Tam Mei, Hong Kong",Hong Kong,Hong Kong,Right-hand bat,Right-arm medium
Sherwin Campbell,Sherwin Legay Campbell,01-11-1970,Barbados,"Belleplaine, St Andrew, Barbados",West Indies,West Indies,Right-hand bat,Right-arm medium
Sherwin Ganga,Sherwin Ganga,13-02-1982,Trinidad and Tobago,"Barrackpore, Trinidad",,Trinidad and Tobago,Left-hand bat,Off-break
Shikhar Dhawan,Shikhar Dhawan,05-12-1985,India,"Delhi, India",India,"India, Delhi Daredevils, Deccan Chargers, Mumbai Indians, Sunrisers",Left-hand bat,Off-break
Shingirai Masakadza,Shingirai Winston Masakadza,04-09-1986,Zimbabwe,"Harare, Zimbabwe",Zimbabwe,Zimbabwe,Right-hand bat,Right-arm fast-medium
Shiraz Sumar,Shiraz Sumar,30-11-1949,Tanzania,Tanzania,,East Africa,Right-hand bat,
Shiv Sunder Das,Shiv Sunder Das,05-11-1977,India,"Bhubaneswar, Orissa, India",India,India,Right-hand bat,Right-arm medium
Shivlal Yadav,Nandlal Shivlal Yadav,26-01-1957,India,"Hyderabad, Andhra Pradesh, India",India,India,Right-hand bat,Off-break
Shivnarine Chanderpaul,Shivnarine Chanderpaul,16-08-1974,Guyana,"Unity Village, East Coast, Demerara, Guyana",West Indies,"West Indies, Royal Challengers Bangalore, Uva Next",Left-hand bat,Leg-break
Shoaib Akhtar,Shoaib Akhtar,13-08-1975,Pakistan,"Rawalpindi, Punjab, Pakistan",Pakistan,"Pakistan, Asian Cricket Council XI, ICC World XI, Kolkata Knight Riders",Right-hand bat,Right-arm fast
Shoaib Khan,Shoaib Khan,13-04-1985,Pakistan,"Bostan, Baluchistan, Pakistan",Pakistan,Pakistan,Left-hand bat,Right-arm medium-fast
Shoaib Malik,Shoaib Malik,01-02-1982,Pakistan,"Sialkot, Punjab, Pakistan",Pakistan,"Pakistan, Sialkot Stallions, Delhi Daredevils, Hobart Hurricanes",Right-hand bat,Off-break
Shoaib Mohammad,Shoaib Mohammad,08-01-1961,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Shrimp Leveson Gower,Henry Dudley Gresham Leveson-Gower,08-05-1873,England,"Titsey Place, Surrey, England",England,England,Right-hand bat,Leg-break
Shujauddin Butt,Shujauddin Butt,10-04-1930,India,"Lahore, Punjab (now in Pakistan), India",Pakistan,Pakistan,Right-hand bat,Slow left-arm
Shunter Coen,Stanley Keppel Coen,14-10-1902,South Africa,"Heilbron, Orange Free State, South Africa",South Africa,South Africa,Right-hand bat,Right-arm
Shute Banerjee,Sarobindu Nath Banerjee,03-10-1911,India,"Calcutta (now Kolkata), Bengal, India",India,India,Right-hand bat,Right-arm fast-medium
Shuvagata Hom,Shuvagata Hom Chowdhury,11-11-1986,Bangladesh,"Mymensingh, Dhaka, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Off-break
Sid Barnes,Sidney George Barnes,05-06-1916,Australia,"Annandale, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break
Sid Emery,Sidney Hand Emery,15-10-1885,Australia,"Erskineville, Sydney, New South Wales, Australia",Australia,Australia,Right-hand bat,Leg-break googly
Sid O'Linn,Sidney O'Linn,05-05-1927,South Africa,"Oudtshoorn, Cape Province, South Africa",South Africa,South Africa,Left-hand bat,Leg-break
Sid Pegler,Sidney James Pegler,28-07-1888,South Africa,"Durban, Natal, South Africa",South Africa,South Africa,Right-hand bat,"Right-arm medium, Leg-break"
Sidath Wettimuny,Sidath Wettimuny,12-08-1956,Sri Lanka,"Colombo, Sri Lanka",Sri Lanka,Sri Lanka,Right-hand bat,Right-arm medium
Sikandar Raza,Sikandar Raza Butt,24-04-1986,Pakistan,"Sialkot, Punjab, Pakistan",Zimbabwe,Zimbabwe,Right-hand bat,Off-break
Sikander Bakht,Sikander Bakht,25-08-1957,Pakistan,"Karachi, Sind, Pakistan",Pakistan,Pakistan,Right-hand bat,Right-arm medium-fast
Simon Brown,Simon John Emmerson Brown,29-06-1969,England,"Cleadon, Co Durham, England",England,England,Right-hand bat,Left-arm medium-fast
Simon Cook,Simon Hewitt Cook,29-01-1972,Australia,"Hastings, Victoria, Australia",Australia,Australia,Left-hand bat,Right-arm fast-medium
Simon Davis,Simon Peter Davis,08-11-1959,Australia,"Brighton, Victoria, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Simon Doull,Simon Blair Doull,06-08-1969,New Zealand,"Pukekohe, Franklin, New Zealand",New Zealand,New Zealand,Right-hand bat,Right-arm medium
Simon Jones,Simon Philip Jones,25-12-1978,Wales,"Morriston, Swansea, Glamorgan, Wales",England,England,Left-hand bat,Right-arm fast
Simon Katich,Simon Mathew Katich,21-08-1975,Australia,"Middle Swan, Western Australia, Australia",Australia,"Australia, New South Wales, Kings XI Punjab, Perth Scorchers",Left-hand bat,Chinaman
Simon Kerrigan,Simon Christopher Kerrigan,10-05-1989,England,"Preston, Lancashire, England",England,England,Right-hand bat,Slow left-arm
Simon O'Donnell,Simon Patrick O'Donnell,26-01-1963,Australia,"Deniliquin, New South Wales, Australia",Australia,Australia,Right-hand bat,Right-arm fast-medium
Simon Smith,Simon James Stevenson Smith,08-12-1979,England,"Ashington, Northumberland, England",Scotland,Scotland,Right-hand bat,
Sivert Samuelson,Sivert Vause Samuelson,21-11-1883,South Africa,"York, Natal, South Africa",South Africa,South Africa,Right-hand bat,"Right-arm medium, Off-break"
Skhawat Ali,Skhawat Ali,05-05-1985,Hong Kong,Hong Kong,Hong Kong,Hong Kong,Right-hand bat,Right-arm medium
Snuffy Browne,Cyril Rutherford Browne,08-10-1890,Barbados,"Robert's Tenantry, St Michael, Barbados",West Indies,West Indies,Right-hand bat,Right-arm medium
Sohag Gazi,Mohammad Sohag Gazi,05-08-1991,Bangladesh,"Khulna, Bangladesh",Bangladesh,Bangladesh,Right-hand bat,Off-break
Sohaib Maqsood,Sohaib Maqsood,15-04-1987,Pakistan,"Multan, Punjab, Pakistan",Pakistan,Pakistan,Right-hand bat,Off-break
Sohail Butt,Sohail Butt,06-06-1966,Pakistan,"Lahore, Punjab, Pakistan",United Arab Emirates,United Arab Emirates,Right-hand bat,Right-arm fast-medium
